project_id,Project Name,Voluntary Registry,Voluntary Status,Scope,Type,Reduction / Removal,Methodology / Protocol,Region,Documents,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,CCB / Certifications,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Registry / ARB,Project Listed,Project Registered,Project Type,Registry Documents,Project Website,Project Images,10% of Total Credits Issued
GS10899,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 001",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,14578,"10,291",4287,,,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/2203,https://registry.goldstandard.org/projects/details/2888,https://images.squarespace-cdn.com/content/v1/60a3e4977dbfad2879614ea3/19f5d661-d8b6-41b7-b5d4-77377cb07797/IMG_0117+%281%29.jpg,1457.8000000000002
GS1090,Sayalar Wind Farm Capacity Addition Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Cagla Balci Eris,47132,"2,801",44331,,,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/67,https://registry.goldstandard.org/projects/details/1423,https://static.zawya.com/view/acePublic/alias/contentid/MzY5MDc2NjctOTQ3Yi00/0/210406114651xfev-jpg.webp?f=3%3A2&q=0.75&w=3840,4713.2
GS10900,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 002",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,38342,465,37877,,,,,,GOLD,,,Biogas - Electricity,https://platform.sustain-cert.com/public-project/2204,https://registry.goldstandard.org/projects/details/2889,https://images.squarespace-cdn.com/content/v1/60a3e4977dbfad2879614ea3/8d7e1708-7834-4e04-bb6b-bd7a7e127136/FFS09441.jpg,3834.2000000000003
GS10901,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 003",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,38342,465,37877,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2205,https://registry.goldstandard.org/projects/details/2891,https://images.squarespace-cdn.com/content/v1/60a3e4977dbfad2879614ea3/9bc55b6b-6ff9-4c6f-85dc-68c04d64a79f/_ADS8054.jpg?format=1500w,3834.2000000000003
GS10902,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 004",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,38342,465,37877,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/2206,https://registry.goldstandard.org/projects/details/2890,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,3834.2000000000003
GS10903,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 005",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,"25,002",52260,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2207,https://registry.goldstandard.org/projects/details/2892,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10904,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 006",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,"17,712",59550,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2208,https://registry.goldstandard.org/projects/details/2893,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10905,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 007",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,840,76422,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2209,https://registry.goldstandard.org/projects/details/2894,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10906,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 008",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,590,76672,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2210,https://registry.goldstandard.org/projects/details/2895,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10907,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 009",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,465,76797,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2211,https://registry.goldstandard.org/projects/details/2896,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10908,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 010",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,765,76497,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2212,https://registry.goldstandard.org/projects/details/2897,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS10909,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 011",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,465,76797,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2213,https://registry.goldstandard.org/projects/details/2898,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,7726.200000000001
GS1091,42 MW Amasya Wind Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Sekans Danışmanlık,154226,"130,727",23499,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/68,https://registry.goldstandard.org/projects/details/66,https://www.utilities-me.com/cloud/2021/08/29/wind_power_stock_1-edited-1.jpg,15422.6
GS10910,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 012",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,77262,"13,465",63797,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2214,https://registry.goldstandard.org/projects/details/2899,https://images.squarespace-cdn.com/content/v1/60a3e4977dbfad2879614ea3/5110d0a8-ef3b-4842-bc05-d15c1bd47bc0/FFS08742.jpg,7726.200000000001
GS10911,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 013",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,83528,"26,845",56683,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2215,https://registry.goldstandard.org/projects/details/2900,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7932-Photo-UpEnergy-Photo-UpEnergy.jpg,8352.800000000001
GS10912,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 014",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,82806,"18,879",63927,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2216,https://registry.goldstandard.org/projects/details/2901,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7504-Photo-UpEnergy.jpg,8280.6
GS10913,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 015",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,82601,362,82239,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2217,https://registry.goldstandard.org/projects/details/2902,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7504-Photo-UpEnergy.jpg,8260.1
GS10914,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 016",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,61013,"5,654",55359,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2218,https://registry.goldstandard.org/projects/details/2903,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7504-Photo-UpEnergy.jpg,6101.3
GS10915,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 017",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,60169,"18,118",42051,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2219,https://registry.goldstandard.org/projects/details/2904,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7528-Photo-UpEnergy.jpg,6016.900000000001
GS10916,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 018",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,60169,"18,118",42051,,,,,,GOLD,,,Energy Efficiency - Public Sector,https://platform.sustain-cert.com/public-project/2220,https://registry.goldstandard.org/projects/details/2905,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7528-Photo-UpEnergy.jpg,6016.900000000001
GS10917,"Up Energy Improved Cookstoves Programme, Uganda - CPA No 019",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,UpEnergy Group,60169,"14,850",45319,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/2221,https://registry.goldstandard.org/projects/details/2906,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7528-Photo-UpEnergy.jpg,6016.900000000001
